user_id,age,gender,income,browsing_minutes,pages_viewed,click_rate,previous_purchase,purchase
USER_0045,,0,14.5,18.5,5,0.49,0,0
USER_0491,37.0,0,11.5,27.6,11,0.517,0,1
USER_0040,31.0,1,15.8,40.6,19,0.616,0,0
USER_0319,20.0,0,12.9,39.9,17,0.44,1,1
USER_0307,24.0,1,11.7,49.7,14,0.231,1,0
USER_0176,36.0,0,17.8,55.5,17,0.422,1,1
USER_0018,18.0,1,18.0,29.0,14,0.559,0,1
USER_0243,36.0,0,3.4,76.2,18,0.255,1,0
USER_0421,44.0,1,6.4,51.3,13,0.624,1,1
USER_0249,29.0,0,7.6,43.6,11,0.762,0,1
USER_0151,27.0,1,12.8,56.4,19,0.362,1,1
USER_0422,31.0,0,3.5,31.8,11,0.406,1,0
USER_0166,,0,12.2,23.6,5,0.322,1,0
USER_0472,23.0,1,13.5,57.1,11,0.31,1,0
USER_0422,31.0,0,20.8,30.2,6,0.58,1,1
USER_0253,,0,12.5,61.6,19,0.14,1,1
USER_0488,46.0,1,22.4,5.0,3,0.708,1,0
USER_0019,18.0,1,8.0,36.0,8,0.432,0,0
USER_0364,40.0,0,24.1,56.7,27,0.776,1,1
USER_0446,27.0,1,3.0,39.9,14,0.35,1,1
USER_0310,23.0,0,16.5,81.2,23,0.196,0,1
USER_0310,23.0,0,20.6,180.0,51,0.638,0,1
USER_0168,42.0,0,4.1,21.1,5,0.481,1,0
USER_0375,36.0,0,16.2,59.7,17,0.662,1,1
USER_0384,37.0,0,15.3,27.7,12,0.746,0,1
USER_0065,40.0,0,3.0,81.6,39,0.106,0,1
USER_0396,27.0,1,4.6,54.9,12,0.458,0,0
USER_0109,39.0,1,8.9,63.4,20,0.628,0,1
USER_0039,46.0,1,13.8,15.8,7,0.219,0,0
USER_0407,,1,7.1,44.3,12,0.586,1,1
USER_0388,32.0,1,15.8,53.5,20,0.679,0,1
USER_0145,24.0,0,18.8,34.0,9,0.196,1,1
USER_0375,36.0,0,14.4,50.7,14,0.171,1,1
USER_0281,25.0,0,19.9,17.4,8,0.199,1,0
USER_0379,23.0,1,3.9,66.7,32,0.303,0,1
USER_0358,42.0,1,17.5,48.1,18,0.686,1,1
USER_0363,30.0,1,7.6,73.8,19,0.503,1,1
USER_0287,28.0,1,8.9,49.8,18,0.214,0,0
USER_0324,33.0,0,7.6,13.4,6,0.303,1,0
USER_0163,29.0,1,14.7,31.2,7,0.454,0,0
USER_0144,38.0,0,13.9,29.4,8,0.232,1,1
USER_0198,,0,5.3,42.1,15,0.498,1,0
USER_0488,46.0,1,20.4,8.9,4,0.793,0,0
USER_0485,41.0,0,11.7,31.4,7,0.128,1,0
USER_0368,32.0,1,13.9,32.4,10,0.521,1,0
USER_0190,24.0,0,11.6,60.8,28,0.593,0,1
USER_0292,35.0,1,3.0,180.0,52,0.6,0,1
USER_0070,34.0,1,14.7,56.9,26,0.583,0,1
USER_0151,27.0,1,16.0,73.3,25,0.176,0,1
USER_0493,24.0,0,22.1,46.1,17,0.494,1,0
USER_0390,39.0,1,22.4,20.9,7,0.302,1,1
USER_0240,24.0,0,12.8,37.7,12,0.714,0,0
USER_0214,23.0,0,3.0,36.1,13,0.268,1,0
USER_0419,36.0,0,14.3,34.5,11,0.355,0,1
USER_0292,35.0,1,6.3,13.7,5,0.65,1,1
USER_0397,25.0,1,11.8,39.3,10,0.054,1,0
USER_0293,21.0,0,5.5,101.2,39,0.425,0,1
USER_0037,29.0,1,11.6,37.4,13,0.662,0,1
USER_0003,30.0,0,9.4,43.0,11,0.302,1,1
USER_0480,34.0,1,23.8,28.8,8,0.631,1,1
USER_0127,,1,8.2,18.0,7,0.292,1,0
USER_0064,36.0,0,11.1,48.6,17,0.33,1,0
USER_0125,,0,6.6,14.3,4,0.43,0,0
USER_0257,,0,18.4,57.9,14,0.645,0,0
USER_0311,29.0,1,3.9,47.3,17,0.072,0,1
USER_0170,,0,13.9,31.2,13,0.417,0,1
USER_0320,41.0,1,7.0,28.1,10,0.065,1,0
USER_0452,27.0,1,3.0,25.6,5,0.153,1,0
USER_0109,39.0,1,5.4,23.7,7,0.533,0,1
USER_0431,,0,18.8,40.1,18,0.18,1,0
USER_0382,38.0,0,10.5,57.6,16,0.305,0,1
USER_0247,39.0,0,16.5,44.3,11,0.74,0,1
USER_0087,38.0,1,18.0,40.6,12,0.411,1,1
USER_0408,34.0,1,5.3,44.4,9,0.119,1,0
USER_0293,21.0,0,12.8,180.0,41,0.634,0,0
USER_0077,42.0,1,9.3,57.1,12,0.525,1,1
USER_0096,30.0,1,15.3,21.7,7,0.07,1,1
USER_0089,,1,3.0,56.4,12,0.591,1,1
USER_0422,31.0,0,9.0,33.5,13,0.055,1,0
USER_0213,25.0,0,13.1,14.2,6,0.39,0,0
USER_0212,37.0,0,18.1,70.6,29,0.743,0,1
USER_0352,27.0,1,16.8,45.3,17,0.094,1,1
USER_0437,49.0,0,13.1,101.1,30,0.108,0,1
USER_0432,32.0,1,14.3,20.1,9,0.443,0,0
USER_0078,31.0,0,5.5,19.9,4,0.7,1,1
USER_0453,24.0,0,14.6,47.4,23,0.468,1,0
USER_0110,26.0,1,18.5,56.9,14,0.207,0,0
USER_0259,37.0,1,12.4,68.9,31,0.417,0,0
USER_0022,23.0,1,18.6,16.8,8,0.228,1,0
USER_0216,30.0,1,13.2,54.5,26,0.578,1,0
USER_0153,27.0,0,11.9,7.8,3,0.282,0,0
USER_0116,32.0,0,8.6,46.9,11,0.701,0,0
USER_0018,18.0,1,13.2,53.4,21,0.377,0,0
USER_0431,,0,15.5,36.2,16,0.133,0,0
USER_0457,41.0,0,17.1,35.6,12,0.741,1,0
USER_0375,36.0,0,16.0,49.0,18,0.422,1,1
USER_0430,25.0,1,13.2,44.6,17,0.79,1,0
USER_0168,42.0,0,5.4,6.2,3,0.412,1,0
USER_0362,30.0,1,14.5,32.5,9,0.148,0,0
USER_0389,26.0,0,14.9,38.1,10,0.371,0,1
USER_0236,,0,6.4,42.4,15,0.691,0,1
USER_0433,35.0,1,17.4,53.5,15,0.18,1,1
USER_0293,21.0,0,10.1,53.7,23,0.457,0,0
USER_0070,34.0,1,10.5,45.1,14,0.525,0,0
USER_0274,18.0,0,14.3,28.5,10,0.729,0,1
USER_0059,34.0,0,7.0,47.5,20,0.473,1,1
USER_0460,42.0,0,11.3,50.4,17,0.747,1,1
USER_0194,39.0,1,6.6,55.5,17,0.337,0,1
USER_0299,,1,7.1,26.1,5,0.133,1,1
USER_0141,22.0,1,12.0,29.2,13,0.711,0,0
USER_0215,35.0,1,21.1,26.4,12,0.143,0,1
USER_0419,36.0,0,8.0,63.7,28,0.587,0,0
USER_0097,34.0,1,4.1,23.2,10,0.358,1,1
USER_0448,33.0,0,10.1,54.3,13,0.312,1,0
USER_0409,43.0,0,16.0,51.3,24,0.115,1,0
USER_0383,36.0,0,10.0,31.7,10,0.135,1,0
USER_0384,37.0,0,11.5,61.5,30,0.273,1,1
USER_0471,36.0,1,13.9,32.8,14,0.687,0,1
USER_0497,18.0,1,10.4,48.7,10,0.772,0,0
USER_0119,28.0,0,4.3,64.5,21,0.585,1,1
USER_0082,34.0,0,17.0,46.3,13,0.394,0,1
USER_0228,35.0,0,9.8,60.7,23,0.404,0,1
USER_0358,42.0,1,3.0,63.9,30,0.058,1,1
USER_0376,,0,9.3,112.1,49,0.376,1,1
USER_0322,24.0,1,11.7,44.0,14,0.704,0,0
USER_0182,33.0,0,13.7,44.5,9,0.084,1,1
USER_0227,33.0,1,10.6,31.5,7,0.397,0,1
USER_0187,35.0,1,3.0,36.1,13,0.274,0,0
USER_0370,37.0,0,16.0,31.2,13,0.188,0,1
USER_0146,43.0,1,9.9,40.4,11,0.653,0,1
USER_0348,34.0,1,13.7,29.5,10,0.267,0,0
USER_0171,33.0,1,10.9,30.1,10,0.721,1,1
USER_0234,34.0,1,15.3,48.7,18,0.37,0,0
USER_0446,27.0,1,16.7,25.0,5,0.147,1,0
USER_0040,31.0,1,9.7,51.0,25,0.416,0,1
USER_0365,38.0,0,18.4,28.6,7,0.4,1,1
USER_0481,26.0,0,6.1,35.3,9,0.599,0,0
USER_0332,22.0,1,10.4,72.5,27,0.751,1,1
USER_0330,37.0,0,11.1,58.7,12,0.581,0,1
USER_0031,20.0,1,5.9,46.3,9,0.504,0,0
USER_0189,37.0,0,12.2,68.2,22,0.765,0,1
USER_0042,,0,10.0,35.9,17,0.309,1,1
USER_0183,34.0,1,14.6,37.0,10,0.46,0,1
USER_0472,23.0,1,12.6,35.7,14,0.759,1,1
USER_0133,32.0,0,14.8,22.9,5,0.702,0,1
USER_0301,42.0,0,8.6,34.1,11,0.168,0,1
USER_0318,43.0,1,7.3,18.8,4,0.468,0,0
USER_0214,23.0,0,4.1,33.7,13,0.452,0,0
USER_0183,34.0,1,12.5,31.9,15,0.101,1,1
USER_0166,,0,11.2,31.3,8,0.479,1,1
USER_0455,21.0,0,9.6,23.4,7,0.29,0,0
USER_0243,36.0,0,17.9,62.7,20,0.659,1,0
USER_0153,27.0,0,16.1,35.8,11,0.337,0,0
USER_0389,26.0,0,16.9,32.0,11,0.279,0,0
USER_0089,,1,18.6,22.9,4,0.58,1,1
USER_0098,43.0,1,9.3,27.4,8,0.52,0,1
USER_0006,30.0,0,10.0,29.2,14,0.587,1,0
USER_0194,39.0,1,11.4,60.5,21,0.575,0,0
USER_0185,26.0,0,7.4,53.5,19,0.212,1,0
USER_0387,,1,6.3,25.5,6,0.751,1,0
USER_0040,31.0,1,15.9,46.3,16,0.184,0,1
USER_0382,38.0,0,5.9,37.6,16,0.607,1,0
USER_0204,34.0,0,7.9,87.1,29,0.349,1,1
USER_0158,35.0,0,9.2,19.0,7,0.334,1,1
USER_0043,38.0,1,12.5,16.0,3,0.413,1,1
USER_0385,31.0,1,14.1,42.2,17,0.173,0,1
USER_0119,28.0,0,9.8,72.8,19,0.425,1,1
USER_0468,32.0,0,10.2,64.5,22,0.462,0,1
USER_0178,34.0,0,9.6,55.8,15,0.161,1,0
USER_0257,,0,13.6,48.0,20,0.558,0,0
USER_0391,30.0,1,21.3,45.4,17,0.434,1,1
USER_0051,37.0,0,12.1,45.2,22,0.528,1,1
USER_0236,,0,5.7,54.5,22,0.335,0,1
USER_0109,39.0,1,8.4,33.5,6,0.546,0,1
USER_0374,32.0,0,3.9,58.1,15,0.162,1,1
USER_0072,28.0,1,18.1,30.3,6,0.759,1,1
USER_0169,19.0,1,13.6,180.0,38,0.238,0,1
USER_0242,36.0,1,7.2,14.0,5,0.731,1,1
USER_0229,24.0,0,17.3,22.5,9,0.243,1,0
USER_0111,29.0,0,12.8,16.4,4,0.328,0,0
USER_0421,44.0,1,9.9,48.1,14,0.171,1,0
USER_0315,20.0,1,20.0,39.7,18,0.617,0,1
USER_0390,39.0,1,9.7,53.9,18,0.668,1,1
USER_0223,38.0,1,7.7,61.2,17,0.178,0,1
USER_0304,38.0,1,9.3,85.2,29,0.052,1,1
USER_0396,27.0,1,12.6,16.3,8,0.525,0,1
USER_0478,19.0,0,12.2,47.4,13,0.29,0,1
USER_0316,28.0,1,13.9,38.8,9,0.078,0,1
USER_0345,34.0,0,26.6,26.8,6,0.16,1,0
USER_0184,,0,15.4,59.0,23,0.373,1,0
USER_0319,20.0,0,14.2,5.0,3,0.266,0,0
USER_0160,44.0,0,3.0,22.8,4,0.604,0,0
USER_0091,,0,15.2,40.5,19,0.33,0,1
USER_0052,33.0,0,3.9,34.9,14,0.096,0,1
USER_0310,23.0,0,9.9,25.5,8,0.486,0,0
USER_0224,33.0,0,18.0,54.5,22,0.379,0,0
USER_0139,31.0,1,11.5,41.3,17,0.333,0,1
USER_0422,31.0,0,12.6,28.6,9,0.538,1,0
USER_0200,25.0,0,13.3,46.9,11,0.64,0,1
USER_0128,34.0,0,3.0,97.8,20,0.432,0,1
USER_0402,33.0,0,9.4,45.7,15,0.751,0,0
USER_0093,32.0,1,12.4,29.5,13,0.537,1,0
USER_0442,25.0,0,8.3,33.2,9,0.759,1,0
USER_0069,29.0,0,12.0,5.0,3,0.679,1,1
USER_0091,,0,15.6,23.1,9,0.54,0,0
USER_0225,,0,5.8,37.0,13,0.632,1,1
USER_0194,39.0,1,8.2,40.1,9,0.418,0,0
USER_0233,22.0,0,11.0,6.7,3,0.065,0,0
USER_0208,,1,3.8,35.9,16,0.563,0,1
USER_0417,34.0,0,6.8,38.0,13,0.491,0,0
USER_0198,,0,3.0,35.0,11,0.73,1,1
USER_0228,35.0,0,3.0,82.3,36,0.788,0,1
USER_0053,31.0,1,12.1,38.9,16,0.2,0,0
USER_0091,,0,8.6,20.5,8,0.717,1,1
USER_0460,42.0,0,19.9,36.6,16,0.378,0,1
USER_0349,38.0,1,5.3,61.5,25,0.053,0,1
USER_0383,36.0,0,14.6,45.1,20,0.526,1,1
USER_0337,36.0,1,4.8,39.7,18,0.125,1,0
USER_0008,,0,9.1,11.0,4,0.199,1,1
USER_0459,18.0,0,12.1,33.9,8,0.657,1,1
USER_0276,,0,5.7,58.9,22,0.699,1,0
USER_0359,,1,12.8,34.6,11,0.162,1,0
USER_0473,30.0,0,13.0,55.2,18,0.303,0,1
USER_0305,,0,15.6,63.4,28,0.273,1,0
USER_0273,37.0,1,16.6,79.0,35,0.669,0,1
USER_0233,22.0,0,21.1,48.5,23,0.69,0,0
USER_0196,38.0,0,12.2,29.4,6,0.529,0,1
USER_0217,37.0,1,16.7,54.5,26,0.063,0,1
USER_0345,34.0,0,12.2,34.1,15,0.454,0,0
USER_0086,18.0,0,12.6,22.6,4,0.749,0,1
USER_0102,27.0,1,12.9,50.1,19,0.509,1,0
USER_0391,30.0,1,18.6,10.4,4,0.73,1,1
USER_0064,36.0,0,17.5,12.7,5,0.668,0,0
USER_0153,27.0,0,6.4,16.4,5,0.708,0,0
USER_0096,30.0,1,18.8,26.8,10,0.1,0,0
USER_0009,44.0,1,17.5,78.6,31,0.541,0,0
USER_0324,33.0,0,3.6,54.2,13,0.069,0,1
USER_0219,31.0,0,9.5,57.9,20,0.208,0,0
USER_0200,25.0,0,16.0,50.0,18,0.551,0,1
USER_0141,22.0,1,12.6,48.0,19,0.195,1,0
USER_0091,,0,6.6,42.1,14,0.64,1,1
USER_0360,27.0,0,5.6,44.3,15,0.431,0,0
USER_0086,18.0,0,3.9,47.5,15,0.769,0,0
USER_0391,30.0,1,15.1,67.5,29,0.273,0,1
USER_0436,,0,13.7,42.8,8,0.204,0,0
USER_0252,30.0,1,11.4,41.6,14,0.429,1,1
USER_0140,,0,5.6,25.6,5,0.594,0,1
USER_0495,37.0,0,13.2,43.1,13,0.398,0,1
USER_0474,32.0,0,12.4,59.5,16,0.201,0,1
USER_0451,39.0,0,7.1,47.6,16,0.149,0,0
USER_0497,18.0,1,10.1,42.8,18,0.532,0,0
USER_0269,32.0,0,9.3,42.8,11,0.247,0,0
USER_0067,25.0,1,8.5,89.1,22,0.648,1,1
USER_0077,42.0,1,11.6,54.9,19,0.402,0,0
USER_0155,,1,11.9,49.5,17,0.176,0,0
USER_0089,,1,10.6,52.6,13,0.638,1,1
USER_0204,34.0,0,18.0,70.7,19,0.624,1,1
USER_0096,30.0,1,11.2,30.9,13,0.754,0,0
USER_0487,48.0,0,7.4,34.9,8,0.369,1,0
USER_0390,39.0,1,13.3,36.8,18,0.156,1,0
USER_0402,33.0,0,12.3,63.7,14,0.131,0,1
USER_0359,,1,3.0,170.3,36,0.456,0,1
USER_0491,37.0,0,18.9,18.4,6,0.138,1,0
USER_0097,34.0,1,13.1,23.9,9,0.186,0,1
USER_0093,32.0,1,16.4,38.0,12,0.513,1,1
USER_0228,35.0,0,15.8,24.1,7,0.464,0,1
USER_0337,36.0,1,8.4,44.1,11,0.413,0,0
USER_0072,28.0,1,17.4,54.9,23,0.112,1,0
USER_0207,32.0,0,10.7,28.8,6,0.348,0,1
USER_0491,37.0,0,8.7,45.8,12,0.398,1,0
USER_0351,25.0,0,12.5,63.4,20,0.301,0,0
USER_0337,36.0,1,13.2,49.8,19,0.7,1,1
USER_0312,22.0,1,11.2,54.3,21,0.633,1,1
USER_0366,38.0,0,19.7,22.0,5,0.249,0,0
USER_0121,25.0,0,9.8,39.7,13,0.678,1,1
USER_0168,42.0,0,8.5,34.9,9,0.093,1,1
USER_0242,36.0,1,12.0,15.4,5,0.199,1,0
USER_0079,40.0,0,12.7,81.3,20,0.308,0,0
USER_0320,41.0,1,19.3,39.5,19,0.455,1,1
USER_0006,30.0,0,18.6,34.7,13,0.541,1,0
USER_0121,25.0,0,9.6,56.4,15,0.284,1,0
USER_0237,40.0,1,7.4,21.7,6,0.439,1,0
USER_0151,27.0,1,4.6,71.1,23,0.42,0,0
USER_0104,34.0,0,17.3,44.4,21,0.485,1,1
USER_0217,37.0,1,15.5,36.6,8,0.217,1,1
USER_0451,39.0,0,22.6,69.1,26,0.06,0,1
USER_0366,38.0,0,18.3,49.3,22,0.777,1,1
USER_0360,27.0,0,14.5,71.2,16,0.398,0,0
USER_0328,28.0,1,11.3,36.0,9,0.072,1,1
USER_0355,36.0,0,12.9,36.0,10,0.717,1,1
USER_0467,32.0,1,11.1,35.3,16,0.178,1,1
USER_0365,38.0,0,3.8,9.4,3,0.731,1,1
USER_0271,26.0,0,10.7,180.0,63,0.458,1,1
USER_0330,37.0,0,6.3,50.2,23,0.179,1,1
USER_0227,33.0,1,13.6,70.4,31,0.189,1,1
USER_0292,35.0,1,13.2,29.9,14,0.107,0,0
USER_0465,27.0,1,12.4,25.6,5,0.529,1,1
USER_0350,37.0,0,5.6,53.6,20,0.44,0,0
USER_0170,,0,10.7,5.0,3,0.726,1,1
USER_0211,53.0,0,19.1,37.6,14,0.161,1,1
USER_0430,25.0,1,11.1,45.2,14,0.528,1,0
USER_0281,25.0,0,13.2,77.5,18,0.486,1,1
USER_0046,33.0,1,16.3,25.8,5,0.764,0,0
USER_0436,,0,11.6,32.4,15,0.44,0,0
USER_0221,19.0,0,20.3,38.2,13,0.109,0,1
USER_0136,30.0,1,12.7,22.9,9,0.481,0,0
USER_0357,32.0,1,7.1,15.4,4,0.212,0,1
USER_0357,32.0,1,13.8,36.6,10,0.303,0,0
USER_0322,24.0,1,15.9,35.0,8,0.228,0,0
USER_0292,35.0,1,10.2,53.7,25,0.415,0,0
USER_0052,33.0,0,11.6,22.9,5,0.727,0,0
USER_0227,33.0,1,17.4,51.3,15,0.396,1,0
USER_0096,30.0,1,12.4,20.0,4,0.622,0,0
USER_0345,34.0,0,5.0,27.9,12,0.685,0,1
USER_0421,44.0,1,10.1,58.0,14,0.234,1,0
USER_0098,43.0,1,19.6,14.4,3,0.116,0,0
USER_0227,33.0,1,3.0,58.9,23,0.255,1,1
USER_0397,25.0,1,7.6,42.8,19,0.127,1,1
USER_0353,37.0,0,8.1,16.0,5,0.624,0,0
USER_0168,42.0,0,4.6,47.2,13,0.44,1,1
USER_0303,35.0,1,19.5,26.6,6,0.534,0,1
USER_0226,22.0,0,11.1,47.3,9,0.734,0,0
USER_0385,31.0,1,9.4,34.0,9,0.712,1,1
USER_0252,30.0,1,21.4,44.2,19,0.423,1,1
USER_0283,36.0,1,19.0,42.5,13,0.571,1,0
USER_0112,28.0,0,11.3,29.3,12,0.337,1,1
USER_0445,18.0,0,10.9,14.0,6,0.426,1,1
USER_0027,,0,5.1,53.7,18,0.201,1,1
USER_0112,28.0,0,19.6,28.3,13,0.537,0,0
USER_0344,38.0,1,15.5,68.2,17,0.624,0,0
USER_0324,33.0,0,8.2,44.0,14,0.39,1,0
USER_0104,34.0,0,15.2,53.1,25,0.503,1,1
USER_0238,40.0,0,6.4,42.9,18,0.085,1,1
USER_0283,36.0,1,5.4,62.6,23,0.101,1,1
USER_0268,33.0,1,11.8,54.4,21,0.419,0,0
USER_0448,33.0,0,5.5,40.8,10,0.219,1,0
USER_0261,28.0,0,15.2,74.6,20,0.293,1,1
USER_0261,28.0,0,15.0,35.6,13,0.447,1,0
USER_0091,,0,13.4,15.7,6,0.289,0,0
USER_0062,28.0,1,11.6,35.6,7,0.127,1,0
USER_0315,20.0,1,11.5,21.3,9,0.079,0,0
USER_0493,24.0,0,12.9,15.6,6,0.341,1,0
USER_0375,36.0,0,7.2,68.4,27,0.516,1,1
USER_0210,29.0,0,18.1,42.7,10,0.297,0,1
USER_0292,35.0,1,17.7,42.4,14,0.243,1,0
USER_0074,23.0,1,16.0,40.4,10,0.288,0,1
USER_0051,37.0,0,6.4,40.0,17,0.202,0,1
USER_0350,37.0,0,17.0,57.1,27,0.323,1,1
USER_0369,,1,15.0,19.7,9,0.694,1,1
USER_0111,29.0,0,12.7,24.6,8,0.488,0,1
USER_0325,,0,11.7,39.5,12,0.261,0,1
USER_0047,,0,7.9,34.3,15,0.421,1,0
USER_0396,27.0,1,3.0,24.8,8,0.23,0,0
USER_0301,42.0,0,15.3,29.5,13,0.14,0,0
USER_0097,34.0,1,14.5,36.1,17,0.55,0,0
USER_0167,33.0,1,12.1,46.8,22,0.476,1,0
USER_0180,34.0,0,8.5,40.6,20,0.259,1,1
USER_0449,34.0,1,9.8,47.8,14,0.259,0,0
USER_0475,36.0,1,9.5,38.9,13,0.062,1,1
USER_0261,28.0,0,16.0,58.6,20,0.309,1,0
USER_0268,33.0,1,3.4,39.4,10,0.214,0,0
USER_0013,,0,8.8,73.2,24,0.708,0,1
USER_0391,30.0,1,12.9,23.6,9,0.451,1,1
USER_0133,32.0,0,17.3,34.1,16,0.171,0,1
USER_0137,,1,10.5,62.5,24,0.539,1,1
USER_0119,28.0,0,12.4,42.0,13,0.192,1,1
USER_0241,36.0,0,10.2,27.9,12,0.351,0,0
USER_0386,24.0,0,16.7,180.0,56,0.643,0,1
USER_0464,19.0,0,8.4,31.3,13,0.252,1,1
USER_0271,26.0,0,12.3,129.4,45,0.31,1,1
USER_0384,37.0,0,9.6,31.6,9,0.329,1,1
USER_0046,33.0,1,18.0,38.9,19,0.267,0,0
USER_0310,23.0,0,17.6,52.1,19,0.48,0,1
USER_0207,32.0,0,4.3,66.8,22,0.224,0,0
USER_0090,,1,14.6,28.1,11,0.449,1,1
USER_0327,32.0,0,11.0,111.9,28,0.64,1,1
USER_0129,31.0,1,12.7,46.7,14,0.651,1,1
USER_0459,18.0,0,7.5,36.2,16,0.65,1,0
USER_0330,37.0,0,16.3,21.0,4,0.66,0,1
USER_0154,19.0,1,13.1,7.1,3,0.277,1,1
USER_0153,27.0,0,22.9,49.0,17,0.5,0,0
USER_0339,27.0,0,7.2,107.1,51,0.347,1,1
USER_0477,23.0,0,4.1,26.8,8,0.666,0,0
USER_0116,32.0,0,9.2,38.1,14,0.172,0,0
USER_0397,25.0,1,17.9,18.5,7,0.249,1,1
USER_0186,46.0,1,11.3,56.1,15,0.248,0,0
USER_0140,,0,4.5,53.9,11,0.547,0,0
USER_0242,36.0,1,15.3,33.5,11,0.416,1,0
USER_0003,30.0,0,11.2,54.7,25,0.194,1,1
USER_0073,30.0,1,14.8,36.6,12,0.594,1,0
USER_0160,44.0,0,13.1,38.1,10,0.702,0,1
USER_0223,38.0,1,12.5,30.5,11,0.31,0,1
USER_0299,,1,13.4,29.4,14,0.15,0,0
USER_0295,48.0,0,7.7,69.5,25,0.369,1,0
USER_0261,28.0,0,10.6,76.1,22,0.097,1,1
USER_0283,36.0,1,14.9,38.9,15,0.465,0,0
USER_0315,20.0,1,8.9,35.7,10,0.077,0,0
USER_0101,,1,15.3,69.8,20,0.284,1,0
USER_0272,49.0,0,9.5,46.1,11,0.134,0,1
USER_0488,46.0,1,8.5,37.5,15,0.175,0,0
USER_0322,24.0,1,13.9,16.6,7,0.634,0,1
USER_0244,60.0,0,11.8,23.9,11,0.389,1,1
USER_0141,22.0,1,12.2,25.0,9,0.554,0,0
USER_0390,39.0,1,3.8,37.4,11,0.452,1,1
USER_0056,26.0,0,5.3,59.7,29,0.182,1,0
USER_0419,36.0,0,10.4,31.9,12,0.623,0,1
USER_0450,47.0,0,15.2,37.5,8,0.56,1,1
USER_0310,23.0,0,7.2,47.9,13,0.215,0,1
USER_0187,35.0,1,15.2,16.3,6,0.452,1,0
USER_0222,28.0,0,9.7,13.3,5,0.426,0,0
USER_0500,,1,11.6,57.3,21,0.105,1,0
USER_0424,37.0,0,16.1,49.8,13,0.615,0,1
USER_0287,28.0,1,15.5,41.1,18,0.415,0,1
USER_0051,37.0,0,10.8,51.9,15,0.249,1,0
USER_0139,31.0,1,5.0,30.8,11,0.351,1,1
USER_0228,35.0,0,14.7,29.7,7,0.38,0,0
USER_0109,39.0,1,11.5,66.6,26,0.25,0,1
USER_0240,24.0,0,3.2,38.2,11,0.324,0,1
USER_0210,29.0,0,3.3,55.6,11,0.231,0,1
USER_0019,18.0,1,18.2,21.6,8,0.793,1,1
USER_0254,28.0,1,7.0,30.9,7,0.415,0,0
USER_0178,34.0,0,14.8,70.6,22,0.519,1,1
USER_0161,,1,7.2,46.1,21,0.793,1,0
USER_0292,35.0,1,10.4,42.9,16,0.239,1,0
USER_0174,22.0,1,17.6,86.5,31,0.606,1,1
USER_0170,,0,3.0,27.9,12,0.06,0,0
USER_0014,36.0,0,8.5,33.7,13,0.597,1,1
USER_0331,44.0,1,15.4,43.0,9,0.782,0,0
USER_0097,34.0,1,8.6,36.3,17,0.445,0,0
USER_0142,41.0,0,17.9,36.8,14,0.344,0,0
USER_0023,34.0,1,7.3,27.3,9,0.378,0,0
USER_0194,39.0,1,14.3,50.7,23,0.497,0,0
USER_0385,31.0,1,10.3,72.1,17,0.467,0,1
USER_0379,23.0,1,22.9,39.3,17,0.26,0,1
USER_0125,,0,12.9,28.9,10,0.15,1,1
USER_0311,29.0,1,19.0,25.6,12,0.069,0,1
USER_0194,39.0,1,6.5,180.0,40,0.711,0,1
USER_0047,,0,5.8,40.5,20,0.32,1,0
USER_0059,34.0,0,16.4,41.7,17,0.565,0,1
USER_0029,30.0,0,18.6,24.6,5,0.349,0,1
USER_0188,22.0,0,11.0,72.1,16,0.452,1,1
USER_0209,43.0,1,10.1,47.8,10,0.108,1,1
USER_0439,38.0,0,11.3,148.3,60,0.713,0,1
USER_0064,36.0,0,14.7,59.4,19,0.761,0,1
USER_0074,23.0,1,12.8,17.1,4,0.24,1,0
USER_0171,33.0,1,15.6,61.8,24,0.731,1,0
USER_0410,38.0,1,9.8,49.1,23,0.692,1,0
USER_0430,25.0,1,3.0,36.8,11,0.337,1,0
USER_0171,33.0,1,14.5,62.6,24,0.134,0,0
USER_0375,36.0,0,16.6,25.2,11,0.051,1,1
USER_0391,30.0,1,8.7,62.7,29,0.334,1,1
USER_0359,,1,16.1,26.7,8,0.707,1,1
USER_0256,50.0,1,3.0,47.2,18,0.402,0,0
USER_0178,34.0,0,14.9,57.7,13,0.767,1,1
USER_0330,37.0,0,19.0,56.8,26,0.686,0,1
USER_0234,34.0,1,11.1,33.9,10,0.685,1,1
USER_0044,22.0,0,10.2,6.4,3,0.114,0,0
USER_0073,30.0,1,18.7,50.3,14,0.336,0,1
USER_0223,38.0,1,6.1,41.2,12,0.191,0,1
USER_0176,36.0,0,15.4,46.3,10,0.536,1,1
USER_0101,,1,12.2,24.7,10,0.757,1,1
USER_0472,23.0,1,15.9,37.4,7,0.126,1,0
USER_0374,32.0,0,13.9,31.9,11,0.406,0,0
USER_0211,53.0,0,6.9,43.8,14,0.592,1,1
USER_0366,38.0,0,15.7,26.0,6,0.662,1,1
USER_0360,27.0,0,12.8,72.8,35,0.377,0,1
USER_0336,30.0,0,8.5,15.9,6,0.722,0,0
USER_0147,20.0,1,20.3,40.7,19,0.353,0,0
USER_0020,,1,22.8,38.6,12,0.672,0,0
USER_0144,38.0,0,8.2,9.1,3,0.144,1,1
USER_0307,24.0,1,14.9,39.6,15,0.142,1,0
