user_id,age,gender,income,browsing_minutes,pages_viewed,click_rate,previous_purchase,purchase,purchase_amount,purchase_date,user_segment
USER_0184,,0,1.1311554779300401,77.2,35,0.606,1,1,369.54,2024-09-05,高消费高频
USER_0346,26.0,1,19.273747676852942,28.1,9,0.153,1,1,42.67,2024-02-23,低消费低频
USER_0311,29.0,1,15.046194154448765,57.9,28,0.382,1,0,267.96,2024-05-18,高消费高频
USER_0452,27.0,1,2.938526103757713,20.4,7,0.42,1,0,47.95,2024-08-25,低消费低频
USER_0336,30.0,0,9.713214655178547,53.6,22,0.666,1,1,171.64,2024-11-03,低消费高频
USER_0355,36.0,0,13.255017715750732,6.1,3,0.771,1,1,92.57,2024-06-09,低消费高频
USER_0261,28.0,0,19.477291226214785,11.0,3,0.055,1,1,369.03,2024-08-14,高消费高频
USER_0432,32.0,1,5.600093631871022,48.3,11,0.663,0,1,141.65,2024-02-20,低消费高频
USER_0205,34.0,1,9.775965809147548,42.9,13,0.253,1,0,51.68,2024-09-02,低消费低频
USER_0064,36.0,0,8.246985512093925,67.1,18,0.375,0,0,99.24,2024-11-01,低消费高频
USER_0079,40.0,0,9.150835358806207,34.9,7,0.338,0,0,189.37,2024-11-07,高消费低频
USER_0146,43.0,1,7.940391704460035,51.6,13,0.764,0,0,152.89,2024-12-01,低消费高频
USER_0368,32.0,1,8.651223501050264,25.4,9,0.434,1,0,86.59,2024-01-26,低消费高频
USER_0407,,1,17.164871174570155,37.4,17,0.7,1,0,88.07,2024-09-08,低消费高频
USER_0458,28.0,0,14.768277654037583,29.8,9,0.539,1,1,122.22,2024-12-29,低消费高频
USER_0252,30.0,1,10.853121563176225,37.1,13,0.333,0,0,91.18,2024-07-31,低消费高频
USER_0024,24.0,0,4.3285068680777075,62.0,21,0.755,1,1,589.61,2024-02-10,高消费低频
USER_0001,35.0,0,19.102521239949276,31.9,15,0.558,0,0,88.21,2024-06-08,低消费高频
USER_0436,,0,12.431174376485982,58.9,21,0.601,0,1,93.26,2024-03-02,低消费高频
USER_0064,36.0,0,13.033873899172082,14.8,5,0.372,0,1,115.92,2024-02-15,低消费高频
USER_0240,24.0,0,7.516667528333092,21.5,6,0.392,1,0,103.46,2024-09-06,低消费高频
USER_0436,,0,8.808307155700561,25.2,9,0.615,0,1,32.62,2024-04-30,低消费高频
USER_0326,27.0,1,4.05560040097475,20.1,5,0.063,1,0,106.35,2024-05-26,低消费低频
USER_0291,,0,10.288475782754254,85.2,29,0.589,0,1,999.65,2024-06-19,高消费低频
USER_0242,36.0,1,13.192325701618973,40.8,13,0.48,1,0,75.06,2024-01-21,低消费高频
USER_0196,38.0,0,-2.1615915923462676,69.0,32,0.282,1,1,951.46,2024-10-28,高消费低频
USER_0086,18.0,0,14.33358117002591,24.5,4,0.159,0,0,178.85,2024-10-11,高消费高频
USER_0328,28.0,1,8.389303916855685,26.5,13,0.495,0,0,125.32,2024-12-09,低消费高频
USER_0273,37.0,1,19.427386846362747,81.0,18,0.219,0,0,752.73,2024-07-27,高消费低频
USER_0447,25.0,0,12.990284629425751,180.0,55,0.481,0,1,27649.96,2024-04-21,异常用户
USER_0440,33.0,0,23.455535873093694,88.5,37,0.531,0,1,1055.16,2024-01-03,高消费低频
USER_0281,25.0,0,12.617145908518244,67.9,24,0.775,0,1,623.06,2024-06-23,高消费高频
USER_0087,38.0,1,7.186337173576939,45.3,9,0.445,1,1,156.55,2024-05-25,低消费高频
USER_0052,33.0,0,12.813722074231979,17.3,3,0.234,0,0,155.78,2024-03-17,低消费高频
USER_0018,18.0,1,8.91276693770451,49.3,17,0.305,1,0,95.58,2024-05-19,低消费高频
USER_0496,40.0,1,16.16694744980706,24.5,6,0.277,0,1,241.71,2024-03-21,高消费低频
USER_0473,30.0,0,15.198687533494473,104.2,50,0.275,0,1,826.92,2024-08-26,高消费低频
USER_0166,,0,8.857571468446222,18.3,6,0.236,1,0,36.5,2024-08-10,低消费高频
USER_0274,18.0,0,18.520332316744184,6.3,3,0.058,0,0,80.19,2024-07-02,低消费高频
USER_0184,,0,3.471820249188065,67.9,15,0.211,0,1,291.01,2024-12-30,高消费高频
USER_0310,23.0,0,9.084990758170019,59.4,15,0.451,0,0,494.34,2024-02-15,高消费高频
USER_0307,24.0,1,6.506603132828076,30.2,13,0.219,0,0,119.35,2024-03-09,低消费高频
USER_0269,32.0,0,7.26754602005786,48.5,22,0.068,1,0,106.56,2024-05-09,低消费高频
USER_0263,32.0,1,19.50976482594298,27.9,10,0.094,1,1,82.49,2024-07-05,低消费高频
USER_0227,33.0,1,18.767268238106016,61.5,24,0.608,0,1,147.26,2024-01-12,低消费高频
USER_0270,,1,13.541821563159429,69.0,32,0.051,1,1,516.4,2024-04-06,高消费低频
USER_0101,,1,22.33953169081776,40.2,13,0.314,1,0,262.89,2024-06-15,高消费高频
USER_0407,,1,9.1807583407007,45.3,20,0.133,1,0,85.74,2024-08-20,低消费高频
USER_0052,33.0,0,22.938249372750096,28.4,12,0.523,0,1,74.3,2024-07-24,低消费高频
USER_0287,28.0,1,17.68888390334331,60.9,23,0.711,1,1,433.22,2024-10-11,高消费高频
USER_0383,36.0,0,23.344958058297266,63.4,21,0.424,0,1,116.29,2024-01-10,低消费高频
USER_0391,30.0,1,10.241699080828925,50.7,20,0.191,0,1,83.74,2024-08-05,低消费高频
USER_0355,36.0,0,15.586317718916074,14.2,6,0.776,0,0,34.64,2024-06-02,低消费高频
USER_0161,,1,14.53078827730356,67.2,21,0.137,1,0,201.02,2024-06-23,低消费高频
USER_0358,42.0,1,12.93416736380476,44.0,15,0.574,0,1,358.85,2024-05-27,高消费低频
USER_0388,32.0,1,16.931166976378005,44.1,9,0.644,1,0,55.66,2024-05-28,低消费高频
USER_0467,32.0,1,9.123456957991033,14.0,6,0.26,1,1,268.73,2024-08-17,高消费高频
USER_0465,27.0,1,13.995023796219261,22.8,8,0.16,1,0,55.13,2024-11-11,低消费低频
USER_0241,36.0,0,22.62278114914507,25.5,8,0.599,0,1,64.99,2024-05-23,低消费高频
USER_0190,24.0,0,16.8397275657047,39.9,19,0.245,0,0,689.63,2024-01-03,高消费高频
USER_0403,20.0,0,8.674840548480374,56.6,19,0.175,0,0,140.99,2024-02-27,低消费高频
USER_0069,29.0,0,10.985096813021714,14.1,6,0.672,1,1,77.55,2024-12-03,低消费高频
USER_0128,34.0,0,8.141443899097299,46.7,20,0.56,0,0,213.43,2024-02-18,高消费低频
USER_0322,24.0,1,18.725093281357903,22.4,6,0.742,0,0,182.36,2024-01-21,低消费高频
USER_0170,,0,1.3458100132206212,41.4,16,0.603,0,0,41.28,2024-08-07,低消费高频
USER_0183,34.0,1,15.487934851695995,74.2,30,0.416,1,1,33.26,2024-03-04,低消费高频
USER_0451,39.0,0,17.45236084528497,16.8,6,0.746,0,1,53.68,2024-07-24,低消费高频
USER_0005,44.0,1,4.8461244894097595,37.9,8,0.629,0,1,170.98,2024-06-10,低消费高频
USER_0138,34.0,0,18.873920494851145,52.4,23,0.435,1,1,400.11,2024-12-30,高消费高频
USER_0457,41.0,0,14.28249017625323,35.5,8,0.562,1,1,26.11,2024-09-02,低消费低频
USER_0139,31.0,1,-2.5712799490847047,28.3,7,0.114,0,0,170.21,2024-12-28,低消费高频
USER_0181,26.0,0,9.506830521057744,84.8,40,0.312,0,1,987.57,2024-03-09,高消费低频
USER_0330,37.0,0,8.460135264967988,22.1,10,0.767,0,0,75.91,2024-07-29,低消费高频
USER_0206,38.0,1,16.866829762428072,69.5,28,0.221,0,0,823.54,2024-06-04,异常用户
USER_0184,,0,12.266060985517699,38.7,9,0.182,1,1,427.12,2024-12-16,高消费高频
USER_0225,,0,11.793543191076694,55.2,16,0.751,1,1,340.72,2024-02-19,高消费高频
USER_0005,44.0,1,-0.11939663314478288,25.0,9,0.379,1,0,36.29,2024-01-27,低消费高频
USER_0214,23.0,0,16.59015734339993,35.9,17,0.547,1,1,56.38,2024-08-16,低消费高频
USER_0310,23.0,0,8.345625367432447,45.6,12,0.241,0,0,455.3,2024-01-09,高消费高频
USER_0031,20.0,1,10.001819071926988,72.6,33,0.387,1,0,334.31,2024-06-12,高消费高频
USER_0194,39.0,1,11.527908689319762,30.2,14,0.575,0,1,234.28,2024-04-25,高消费高频
USER_0108,32.0,0,19.03390427894019,20.7,9,0.572,1,0,108.12,2024-04-04,低消费高频
USER_0287,28.0,1,16.640078295758435,57.4,16,0.612,0,1,573.32,2024-01-19,高消费高频
USER_0446,27.0,1,18.31045248012923,30.6,15,0.242,0,1,38.38,2024-12-07,低消费高频
USER_0237,40.0,1,16.257955229465985,38.4,9,0.167,0,1,157.94,2024-03-31,低消费高频
USER_0225,,0,8.567306234231156,48.3,11,0.185,1,0,401.85,2024-08-10,高消费高频
USER_0316,28.0,1,2.1144341027277243,27.6,8,0.794,1,1,74.05,2024-12-17,低消费高频
USER_0093,32.0,1,10.349399530167748,85.1,26,0.447,0,1,1577.66,2024-10-14,低消费高频
USER_0476,37.0,0,2.967202968827255,72.7,28,0.301,0,1,724.82,2024-04-01,高消费低频
USER_0430,25.0,1,13.170306554471567,53.6,21,0.169,1,0,273.47,2024-07-19,高消费高频
USER_0233,22.0,0,12.070024836856904,58.0,15,0.609,0,1,50.28,2024-06-05,低消费高频
USER_0185,26.0,0,13.791722555380016,13.8,3,0.053,1,1,37.62,2024-12-11,低消费高频
USER_0469,28.0,1,8.862694167621491,59.1,28,0.551,1,1,649.07,2024-12-14,高消费低频
USER_0198,,0,16.906919961375166,53.1,12,0.358,1,0,79.31,2024-08-26,低消费高频
USER_0087,38.0,1,20.512573290648028,17.3,7,0.69,1,1,127.16,2024-09-29,低消费高频
USER_0051,37.0,0,7.496896326760656,29.8,9,0.32,1,1,407.52,2024-09-11,高消费高频
USER_0300,28.0,1,10.627110001235188,45.4,10,0.714,0,0,315.8,2024-07-25,低消费高频
USER_0125,,0,4.579716675378324,43.0,19,0.361,1,0,55.27,2024-05-24,低消费高频
USER_0161,,1,4.5850778400879095,26.9,7,0.269,0,0,78.29,2024-09-01,低消费高频
USER_0111,29.0,0,11.964775072597227,29.2,13,0.615,0,1,63.91,2024-05-03,低消费高频
USER_0461,,1,6.165886152329668,47.3,13,0.492,0,1,95.7,2024-06-03,低消费高频
USER_0031,20.0,1,8.743215531040855,51.1,22,0.147,1,0,303.03,2024-04-03,高消费高频
USER_0432,32.0,1,11.94393505908855,21.0,10,0.657,0,1,78.89,2024-05-22,低消费高频
USER_0309,18.0,0,8.864756926511296,26.9,9,0.317,1,1,85.43,2024-05-10,低消费高频
USER_0488,46.0,1,25.477443547345423,59.6,28,0.478,0,1,88.63,2024-11-05,低消费高频
USER_0009,44.0,1,-2.2427131031503773,60.0,18,0.123,0,0,369.23,2024-12-03,高消费高频
USER_0120,29.0,1,8.595585477460506,60.0,19,0.517,1,1,90.87,2024-12-13,低消费低频
USER_0348,34.0,1,7.068127039738287,57.3,23,0.141,0,1,845.06,2024-09-03,高消费低频
USER_0477,23.0,0,9.552665023290047,38.3,18,0.58,0,1,153.43,2024-02-06,低消费高频
USER_0297,19.0,1,6.592933096303565,46.1,18,0.209,0,0,37.28,2024-06-11,低消费低频
USER_0228,35.0,0,11.719926640831643,44.1,10,0.265,0,0,184.31,2024-09-10,高消费高频
USER_0252,30.0,1,6.991890672548011,57.8,28,0.113,0,0,138.53,2024-02-25,低消费高频
USER_0146,43.0,1,12.754554818125348,25.5,11,0.398,0,0,70.79,2024-07-10,低消费高频
USER_0404,20.0,0,15.251157547247729,53.5,19,0.67,1,1,638.01,2024-12-12,高消费低频
USER_0223,38.0,1,8.818881436740352,43.9,9,0.316,1,1,37.76,2024-12-23,低消费高频
USER_0319,20.0,0,15.992506689536102,5.0,3,0.263,1,0,97.43,2024-04-03,低消费高频
USER_0488,46.0,1,12.9505314642464,37.7,15,0.741,1,0,159.46,2024-02-12,低消费高频
USER_0151,27.0,1,7.302683790070087,55.8,12,0.188,1,0,267.34,2024-07-15,高消费高频
USER_0007,30.0,0,6.886037174007972,81.7,18,0.159,1,1,849.89,2024-06-15,高消费低频
USER_0477,23.0,0,15.60112008452704,81.7,27,0.084,0,1,162.63,2024-10-07,低消费高频
USER_0409,43.0,0,4.745435357029937,131.3,36,0.76,0,1,1852.33,2024-06-28,低消费高频
USER_0254,28.0,1,10.291766521758019,52.6,10,0.636,1,1,126.15,2024-12-14,低消费高频
USER_0292,35.0,1,10.008970381403884,43.5,19,0.21,0,1,464.56,2024-12-05,高消费高频
USER_0042,,0,18.13202571935192,25.2,12,0.117,1,0,99.17,2024-10-11,低消费高频
USER_0076,38.0,1,13.660326245822032,27.3,8,0.773,0,0,59.1,2024-09-14,低消费低频
USER_0109,39.0,1,8.538748353670519,41.0,18,0.559,0,1,356.9,2024-11-30,高消费高频
USER_0322,24.0,1,14.27251286042814,38.5,18,0.701,0,0,98.99,2024-01-13,低消费高频
USER_0038,27.0,0,18.529849586635944,35.7,10,0.589,1,1,162.71,2024-01-12,高消费低频
USER_0116,32.0,0,8.356737928399117,75.1,21,0.573,0,1,662.17,2024-12-16,高消费高频
USER_0281,25.0,0,11.153627808336877,63.1,20,0.475,1,1,475.22,2024-08-04,高消费高频
USER_0499,18.0,1,6.976475696466021,64.0,18,0.527,0,1,35.48,2024-03-11,低消费低频
USER_0493,24.0,0,10.522595930496088,20.2,9,0.112,1,1,30.86,2024-05-19,低消费高频
USER_0200,25.0,0,15.950077044890897,37.5,13,0.681,0,0,10.0,2024-06-02,低消费高频
USER_0431,,0,10.896054251039729,41.5,15,0.365,1,0,113.41,2024-07-14,低消费高频
USER_0183,34.0,1,3.154748481303006,41.4,14,0.078,1,1,72.09,2024-10-27,低消费高频
USER_0397,25.0,1,12.03836596660753,8.0,3,0.569,1,1,43.01,2024-12-03,低消费高频
USER_0304,38.0,1,7.163594448526883,24.6,7,0.511,1,0,28.63,2024-01-28,低消费高频
USER_0228,35.0,0,10.78460971960396,78.6,17,0.781,0,1,605.61,2024-02-20,高消费高频
USER_0448,33.0,0,13.962188520381138,18.0,7,0.751,0,1,131.3,2024-07-05,低消费高频
USER_0409,43.0,0,7.170145376942318,38.4,8,0.432,0,0,155.57,2024-12-08,低消费高频
USER_0228,35.0,0,8.141451564708149,74.6,29,0.792,0,1,539.78,2024-03-02,高消费高频
USER_0228,35.0,0,12.537428591657093,35.5,12,0.29,0,0,597.58,2024-04-21,高消费高频
USER_0110,26.0,1,9.17244355891177,65.3,19,0.2,0,1,311.51,2024-02-20,高消费高频
USER_0460,42.0,0,12.435273184037944,52.5,12,0.692,0,1,84.01,2024-05-03,低消费高频
USER_0454,35.0,1,3.2713204271170184,54.0,16,0.367,0,0,112.26,2024-08-03,低消费低频
USER_0167,33.0,1,7.456151645960134,40.1,10,0.146,1,1,39.51,2024-07-25,低消费低频
USER_0443,25.0,1,4.11385181933939,43.6,17,0.524,1,1,66.68,2024-10-16,低消费低频
USER_0268,33.0,1,11.137519828012719,30.1,14,0.539,0,1,383.49,2024-08-19,低消费高频
USER_0152,32.0,0,10.948390022480726,9.9,3,0.224,1,1,76.43,2024-10-04,低消费低频
USER_0328,28.0,1,14.958588633909935,32.0,8,0.505,1,0,87.65,2024-12-09,低消费高频
USER_0423,35.0,0,12.731073981887796,11.2,4,0.487,1,1,76.35,2024-12-16,低消费高频
USER_0190,24.0,0,10.108617277112957,43.4,15,0.448,0,0,300.08,2024-11-26,高消费高频
USER_0415,29.0,1,19.974601040430073,16.4,8,0.264,0,0,138.59,2024-01-27,低消费高频
USER_0455,21.0,0,18.18102489129798,35.6,13,0.096,1,1,62.82,2024-09-26,低消费高频
USER_0114,34.0,1,10.164647970091638,47.8,13,0.351,0,1,125.47,2024-01-21,低消费高频
USER_0300,28.0,1,8.247264054984758,76.2,16,0.627,0,1,792.3,2024-01-02,低消费高频
USER_0201,24.0,1,12.283708416484098,15.5,7,0.505,0,1,71.86,2024-01-20,低消费低频
USER_0302,26.0,0,13.379370031875743,61.7,17,0.629,1,1,76.22,2024-01-11,低消费高频
USER_0330,37.0,0,21.04294983560704,29.7,7,0.42,0,0,95.24,2024-07-21,低消费高频
USER_0349,38.0,1,12.030657252176134,180.0,80,0.299,0,1,2800.17,2024-10-28,异常用户
USER_0304,38.0,1,19.276213204102323,12.5,3,0.142,1,1,75.56,2024-02-01,低消费高频
USER_0164,38.0,0,7.118767742727323,17.7,4,0.76,1,1,55.6,2024-12-02,低消费低频
USER_0137,,1,13.09651168600218,58.7,12,0.456,1,1,843.81,2024-03-05,高消费低频
USER_0480,34.0,1,9.33159350067157,12.5,4,0.613,0,0,94.88,2024-10-25,低消费高频
USER_0277,,1,11.55813356236802,40.1,13,0.367,1,0,15.06,2024-01-18,低消费低频
USER_0116,32.0,0,23.953830823838622,41.8,20,0.166,0,0,244.61,2024-08-25,高消费高频
USER_0060,18.0,0,14.705283817463188,51.3,11,0.675,0,0,56.21,2024-10-18,低消费高频
USER_0088,32.0,1,19.53816779456842,48.2,10,0.722,1,1,136.4,2024-08-28,高消费低频
USER_0136,30.0,1,11.753975419133157,41.2,10,0.722,0,1,144.12,2024-01-24,低消费高频
USER_0102,27.0,1,12.32083562812337,31.0,13,0.715,0,1,30.43,2024-02-01,低消费高频
USER_0064,36.0,0,12.824550717132787,35.0,14,0.364,0,0,59.8,2024-05-18,低消费高频
USER_0240,24.0,0,10.620422647819115,48.9,17,0.247,1,0,23.75,2024-04-19,低消费高频
USER_0046,33.0,1,17.829030096041926,32.2,14,0.62,0,1,89.52,2024-07-06,低消费高频
USER_0029,30.0,0,8.61142315123947,43.3,15,0.588,1,1,127.75,2024-02-10,低消费高频
USER_0050,33.0,1,10.952737171754622,33.5,10,0.1,0,0,503.38,2024-11-28,高消费低频
USER_0423,35.0,0,14.264371633974456,33.2,13,0.182,1,0,53.75,2024-04-29,低消费高频
USER_0343,,0,6.251292723160535,33.0,8,0.428,0,0,10.0,2024-12-09,低消费低频
USER_0165,22.0,0,14.139071975764516,18.8,6,0.078,0,1,91.5,2024-02-20,低消费低频
USER_0210,29.0,0,13.188805822974464,5.0,3,0.108,0,0,100.8,2024-11-28,低消费高频
USER_0001,35.0,0,11.752681451737836,21.9,10,0.065,1,1,86.32,2024-08-03,低消费高频
USER_0241,36.0,0,20.628468964073853,37.8,10,0.126,0,0,183.24,2024-12-07,低消费高频
USER_0087,38.0,1,11.533065705500258,28.2,12,0.498,0,1,68.69,2024-08-08,低消费高频
USER_0376,,0,9.825866043661318,111.5,26,0.503,1,1,1460.17,2024-11-09,异常用户
USER_0051,37.0,0,3.784055944229163,44.5,18,0.44,1,0,320.6,2024-01-23,高消费高频
USER_0198,,0,4.622942994529885,24.7,5,0.474,1,1,37.08,2024-11-13,低消费高频
USER_0292,35.0,1,17.44549501423722,59.0,29,0.363,1,1,410.77,2024-08-30,高消费高频
USER_0131,31.0,1,6.56972708940957,54.4,21,0.36,1,0,76.27,2024-01-24,高消费低频
USER_0044,22.0,0,19.16711209912584,29.0,12,0.418,1,1,60.72,2024-06-12,低消费高频
USER_0058,40.0,1,16.317983296232953,30.8,9,0.249,1,1,219.35,2024-10-10,高消费低频
USER_0383,36.0,0,21.028344390581324,45.1,13,0.202,1,0,105.47,2024-01-01,低消费高频
USER_0252,30.0,1,4.5927651017360445,34.4,7,0.52,1,1,84.5,2024-05-09,低消费高频
USER_0211,53.0,0,13.415265811293269,74.9,24,0.669,1,1,563.07,2024-10-12,高消费高频
USER_0044,22.0,0,6.082969058667344,50.3,19,0.549,1,1,72.23,2024-02-13,低消费高频
USER_0101,,1,9.09108983303973,34.6,11,0.323,1,1,339.84,2024-11-11,高消费高频
USER_0493,24.0,0,13.745061343140396,20.2,7,0.707,1,1,64.31,2024-04-02,低消费高频
USER_0040,31.0,1,14.121171298559494,31.1,10,0.661,0,1,275.39,2024-11-13,高消费高频
USER_0463,41.0,1,14.397552814706517,47.4,19,0.073,1,0,71.75,2024-10-03,低消费低频
USER_0072,28.0,1,5.823280914269976,12.4,3,0.288,1,1,118.31,2024-10-08,低消费高频
USER_0418,25.0,0,11.90646252361489,117.3,56,0.22,1,1,1954.88,2024-09-05,异常用户
USER_0305,,0,1.0401067186005957,30.9,10,0.594,0,1,85.6,2024-03-07,低消费高频
USER_0115,34.0,1,15.75549727253655,27.6,13,0.79,1,1,544.67,2024-06-04,高消费低频
USER_0302,26.0,0,10.740764473353245,17.9,5,0.496,1,1,41.05,2024-03-21,低消费高频
USER_0278,33.0,1,2.293315809640724,99.7,46,0.459,0,0,1281.27,2024-10-19,高消费低频
USER_0302,26.0,0,15.341769839217292,17.6,8,0.523,0,1,61.8,2024-10-02,低消费高频
USER_0447,25.0,0,13.594135217897652,138.7,56,0.072,0,1,2219.78,2024-03-05,异常用户
USER_0459,18.0,0,14.41356380278069,31.7,7,0.328,0,0,79.95,2024-08-20,低消费高频
USER_0489,30.0,0,12.563183409128202,13.1,3,0.056,1,0,47.12,2024-02-21,低消费低频
USER_0165,22.0,0,10.264067524438687,24.2,11,0.79,0,1,84.55,2024-09-08,低消费低频
USER_0256,50.0,1,18.36832527065219,35.5,8,0.384,0,0,303.26,2024-02-28,高消费低频
USER_0408,34.0,1,2.3509554355446696,16.3,6,0.533,1,0,18.22,2024-01-28,低消费高频
USER_0042,,0,7.568898281952971,45.5,10,0.274,1,0,108.75,2024-12-30,低消费高频
USER_0062,28.0,1,14.48742628652829,29.9,13,0.707,1,1,31.29,2024-03-28,低消费高频
USER_0084,31.0,0,13.491959232831523,15.9,7,0.315,0,0,46.19,2024-04-01,低消费低频
USER_0169,19.0,1,12.55443191414209,34.3,11,0.252,0,0,218.61,2024-04-03,高消费低频
USER_0108,32.0,0,12.363623137016438,38.7,12,0.627,1,0,74.83,2024-11-23,低消费高频
USER_0048,18.0,0,13.182908754380987,56.4,25,0.222,1,1,819.38,2024-08-04,高消费低频
USER_0370,37.0,0,8.547611442167891,61.2,16,0.31,0,1,739.38,2024-02-24,高消费低频
USER_0126,33.0,1,6.399082806563975,24.9,9,0.52,0,1,67.69,2024-01-12,低消费低频
USER_0160,44.0,0,18.1487756527899,12.0,5,0.766,0,1,153.12,2024-03-27,低消费高频
USER_0209,43.0,1,8.68281921390256,58.1,11,0.17,1,0,403.4,2024-05-30,高消费低频
USER_0480,34.0,1,8.46071876297536,44.9,14,0.573,1,0,123.35,2024-07-26,低消费高频
USER_0003,30.0,0,10.203539546064702,69.3,30,0.216,1,1,610.0,2024-08-17,高消费高频
USER_0320,41.0,1,1.5160025958601384,15.3,6,0.231,1,0,127.94,2024-12-08,低消费高频
USER_0105,27.0,1,12.234674510301849,7.9,3,0.473,1,1,150.91,2024-12-21,低消费低频
USER_0206,38.0,1,11.933335764817691,180.0,70,0.576,0,1,6617.5,2024-01-27,异常用户
USER_0431,,0,4.314869994360355,18.8,5,0.673,1,0,93.78,2024-07-28,低消费高频
USER_0139,31.0,1,8.335155504381206,29.1,11,0.34,0,1,182.77,2024-06-15,低消费高频
USER_0340,30.0,1,20.845990394387215,73.9,29,0.109,1,1,484.63,2024-03-06,高消费低频
USER_0223,38.0,1,9.281965519534737,32.2,11,0.677,1,1,43.93,2024-06-28,低消费高频
USER_0411,30.0,0,10.495323535149334,5.0,3,0.547,0,1,67.67,2024-08-27,低消费低频
USER_0276,,0,12.5569542675248,62.2,17,0.065,1,1,90.74,2024-01-13,高消费低频
USER_0224,33.0,0,16.745745808374224,65.4,26,0.125,0,1,439.2,2024-08-31,高消费低频
USER_0390,39.0,1,8.407883801575782,52.9,23,0.391,1,1,473.7,2024-06-06,高消费高频
USER_0057,28.0,0,15.653820595332622,13.5,3,0.547,1,1,32.61,2024-07-10,低消费高频
USER_0139,31.0,1,13.931913269240304,53.2,14,0.534,0,1,103.85,2024-12-09,低消费高频
USER_0033,32.0,1,14.568000532848583,153.7,69,0.488,1,1,2532.96,2024-04-26,异常用户
USER_0139,31.0,1,12.643087252024833,42.7,18,0.672,0,1,10.0,2024-01-10,低消费高频
USER_0444,27.0,0,15.164093180545498,41.3,11,0.111,1,0,74.48,2024-09-05,低消费高频
USER_0169,19.0,1,8.856728474627149,83.5,32,0.375,1,1,767.61,2024-03-12,高消费低频
USER_0437,49.0,0,20.37959393804688,180.0,36,0.657,1,1,7363.09,2024-12-12,高消费低频
USER_0477,23.0,0,6.560812261431901,26.9,6,0.33,1,0,25.42,2024-02-18,低消费高频
USER_0158,35.0,0,8.628548537075588,6.5,3,0.79,1,1,108.36,2024-07-11,低消费低频
USER_0390,39.0,1,19.74037199272054,58.3,12,0.214,1,0,561.05,2024-02-11,高消费高频
USER_0034,22.0,1,10.894434523557491,39.9,10,0.194,0,1,92.08,2024-12-14,低消费高频
USER_0091,,0,18.248094526483335,19.8,6,0.599,0,0,50.36,2024-03-19,低消费高频
USER_0140,,0,16.65634797997787,21.2,5,0.453,0,0,141.2,2024-10-03,低消费高频
USER_0166,,0,12.09540813889884,45.2,22,0.342,1,0,169.67,2024-01-25,低消费高频
USER_0168,42.0,0,13.04027515912027,39.6,13,0.598,1,0,164.72,2024-01-06,低消费高频
USER_0466,,1,17.062818533480137,78.1,30,0.299,1,1,743.65,2024-09-28,高消费低频
USER_0359,,1,10.663414884160956,13.3,4,0.714,1,1,70.74,2024-04-01,低消费高频
USER_0091,,0,16.501992941975317,32.6,7,0.593,0,0,169.89,2024-10-19,低消费高频
USER_0219,31.0,0,16.299167807337287,61.6,27,0.442,0,0,108.21,2024-10-15,低消费高频
USER_0211,53.0,0,7.245233084527642,55.7,15,0.722,1,1,348.38,2024-09-17,高消费高频
USER_0060,18.0,0,3.65774224044476,25.6,12,0.312,1,0,64.16,2024-08-30,低消费高频
USER_0133,32.0,0,6.214416906433645,43.2,19,0.366,1,0,442.97,2024-06-03,高消费高频
USER_0318,43.0,1,23.401301151494636,32.3,9,0.436,1,1,113.32,2024-05-19,低消费高频
USER_0316,28.0,1,20.618364508459774,21.8,6,0.202,1,0,138.73,2024-06-15,低消费高频
USER_0108,32.0,0,9.17509044483962,37.6,10,0.594,1,0,87.76,2024-05-01,低消费高频
USER_0116,32.0,0,16.36814251037265,48.9,10,0.674,0,0,445.02,2024-02-22,高消费高频
USER_0221,19.0,0,11.102427125637599,27.2,7,0.603,0,1,95.55,2024-05-21,低消费高频
USER_0026,43.0,1,16.315501130853157,5.0,3,0.343,1,0,38.47,2024-09-16,低消费低频
USER_0092,29.0,0,18.063041187102282,21.4,8,0.209,0,0,42.08,2024-01-12,低消费低频
USER_0051,37.0,0,15.364306179834099,76.5,37,0.269,0,1,466.19,2024-06-16,高消费高频
USER_0060,18.0,0,21.096115916498604,46.5,16,0.126,1,1,157.66,2024-02-21,低消费高频
USER_0379,23.0,1,5.3404344480445705,51.1,16,0.396,0,0,353.87,2024-02-24,高消费高频
USER_0260,19.0,1,9.219515318855988,55.5,11,0.103,0,0,734.14,2024-01-07,高消费低频
USER_0446,27.0,1,5.443230540400571,52.7,20,0.33,1,0,171.46,2024-07-27,低消费高频
USER_0104,34.0,0,8.374516395129113,58.1,19,0.682,1,1,162.12,2024-08-31,低消费高频
USER_0145,24.0,0,12.744384019588455,65.7,24,0.148,1,1,554.9,2024-03-14,高消费高频
USER_0315,20.0,1,1.365832561003673,62.8,18,0.562,0,0,29.86,2024-07-23,低消费高频
USER_0423,35.0,0,13.366556247925821,39.8,10,0.606,0,1,139.56,2024-10-03,低消费高频
USER_0225,,0,12.275014680166873,55.0,13,0.345,1,0,216.49,2024-12-11,高消费高频
USER_0477,23.0,0,8.976595749362946,43.4,18,0.292,0,0,424.25,2024-03-09,低消费高频
USER_0408,34.0,1,21.75861585201808,102.3,21,0.17,1,0,1029.85,2024-08-20,低消费高频
USER_0156,32.0,0,14.942503931305975,49.8,11,0.6,0,0,399.67,2024-12-03,高消费高频
